Driver,GridPosition,Year,Stint,EventName,LapNumber,LapTime_in_sec,Sector1Time_in_sec,Sector2Time_in_sec,Sector3Time_in_sec,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TrackTemp,Humidity,Pressure,WindDirection,WindSpeed,nGear,Throttle,DRS,encodedCompound,encodedDriver,encodedEventName
ALB,16.0,2024,3.0,Austrian Grand Prix,31,72.28241935483871,18.401774193548388,32.29451612903226,21.586129032258064,290.85714285714283,222.3548387096774,271.83870967741933,302.3225806451613,HARD,46.2,36.0,932.9,272,1.8,8,100,14,0,0,1
ALB,17.0,2022,1.0,Mexico Grand Prix,38,85.58876315789473,29.492810810810813,33.60352631578947,22.30121052631579,282.27777777777777,279.36842105263156,240.9189189189189,335.75,MEDIUM,44.1,41.0,781.7,229,1.7,8,100,14,3,0,11
ALB,17.0,2022,2.0,Mexico Grand Prix,32,84.66434375,29.810531250000004,32.993812500000004,21.86,288.2068965517241,280.46875,241.875,331.5,SOFT,44.1,41.0,781.7,229,1.7,8,100,14,4,0,11
ALB,19.0,2024,1.0,Dutch Grand Prix,12,78.8455,26.546636363636363,28.243333333333332,23.363166666666665,277.2,271.75,316.1818181818182,297.25,MEDIUM,31.6,65.0,1019.9,215,4.8,8,100,14,3,0,7
ALB,19.0,2024,2.0,Dutch Grand Prix,42,77.24371428571428,26.448309523809527,27.818571428571428,22.976833333333335,281.8666666666667,263.92857142857144,301.609756097561,305.0882352941176,HARD,31.6,65.0,1019.9,215,4.8,8,100,14,0,0,7
ALB,19.0,2024,3.0,Dutch Grand Prix,17,76.22635294117647,26.57235294117647,27.172647058823525,22.48135294117647,286.0,269.7647058823529,312.8235294117647,315.625,MEDIUM,31.6,65.0,1019.9,215,4.8,8,100,14,3,0,7
ALO,3.0,2024,1.0,Chinese Grand Prix,11,103.0288181818182,27.2543,31.03190909090909,44.58609090909091,270.3636363636364,266.1818181818182,254.6,310.45454545454544,MEDIUM,32.2,65.0,1011.9,149,1.0,8,100,14,3,1,6
ALO,3.0,2024,2.0,Chinese Grand Prix,12,109.41725,29.947083333333335,32.184333333333335,47.285833333333336,255.14285714285714,248.33333333333334,244.1818181818182,293.0,HARD,32.2,65.0,1011.9,149,1.0,8,100,14,0,1,6
ALO,3.0,2024,3.0,Chinese Grand Prix,20,113.09511111111111,30.3829,35.1124,51.379650000000005,252.0625,254.85,245.3684210526316,276.65,SOFT,32.2,65.0,1011.9,149,1.0,8,100,14,4,1,6
ALO,3.0,2024,4.0,Chinese Grand Prix,13,100.93423076923077,27.965307692307693,29.91007692307692,43.058846153846154,275.75,269.7692307692308,259.38461538461536,315.6923076923077,MEDIUM,32.2,65.0,1011.9,149,1.0,8,100,14,3,1,6
ALO,4.0,2024,1.0,Saudi Arabian Grand Prix,7,99.89871428571429,35.284333333333336,32.031285714285715,32.16871428571429,283.1666666666667,284.85714285714283,300.8333333333333,292.0,MEDIUM,33.6,67.0,1012.0,342,2.6,8,104,14,3,1,14
ALO,4.0,2024,2.0,Saudi Arabian Grand Prix,43,93.64587804878049,35.84493023255814,30.511813953488375,30.84653488372093,276.7391304347826,298.3720930232558,292.83720930232556,301.5813953488372,HARD,33.6,67.0,1012.0,342,2.6,8,104,14,0,1,14
ALO,5.0,2024,1.0,Japanese Grand Prix,1,140.526,,69.943,32.569,276.0,180.0,,196.0,SOFT,39.4,44.0,1012.5,179,2.1,8,100,14,4,1,10
ALO,5.0,2024,2.0,Japanese Grand Prix,12,98.5678,35.7001,44.29358333333333,21.185,273.75,289.0833333333333,235.9090909090909,287.75,SOFT,39.4,44.0,1012.5,179,2.1,8,100,14,4,1,10
ALO,5.0,2024,3.0,Japanese Grand Prix,20,98.4781,36.24585,43.3275,18.90475,277.4375,296.55,255.1578947368421,295.25,MEDIUM,39.4,44.0,1012.5,179,2.1,8,100,14,3,1,10
ALO,5.0,2024,4.0,Japanese Grand Prix,20,96.74195,35.4946,42.66755,18.5798,280.3888888888889,298.95,257.55,294.8,HARD,39.4,44.0,1012.5,179,2.1,8,100,14,0,1,10
ALO,6.0,2024,1.0,Bahrain Grand Prix,15,98.90633333333334,31.343285714285713,42.852999999999994,24.516333333333336,229.33333333333334,246.06666666666666,279.0,301.75,SOFT,26.5,46.0,1017.1,162,0.9,8,100,14,4,1,2
ALO,6.0,2024,1.0,Canadian Grand Prix,25,92.22995999999999,26.522000000000002,29.18696,36.065039999999996,200.5,268.48,269.9583333333333,296.88,INTERMEDIATE,21.1,78.0,996.4,179,0.6,8,104,14,2,1,5
ALO,6.0,2024,2.0,Bahrain Grand Prix,26,98.24034615384616,31.841269230769228,42.29726923076923,24.101807692307695,233.11764705882354,243.0,278.32,295.3478260869565,HARD,26.5,46.0,1017.1,162,0.9,8,100,14,0,1,2
ALO,6.0,2024,2.0,Canadian Grand Prix,19,95.22636842105264,27.757684210526314,29.70036842105263,37.76831578947368,195.27777777777777,264.8421052631579,266.72222222222223,280.6842105263158,INTERMEDIATE,21.1,78.0,996.4,179,0.6,8,104,14,2,1,5
ALO,6.0,2024,3.0,Bahrain Grand Prix,16,96.36156249999999,31.818062500000003,41.09075,23.45275,236.84615384615384,257.5625,281.5,292.7692307692308,HARD,26.5,46.0,1017.1,162,0.9,8,100,14,0,1,2
ALO,6.0,2024,3.0,Canadian Grand Prix,26,86.55334615384615,24.536846153846152,27.42703846153846,34.58946153846154,220.88,271.8076923076923,271.3076923076923,283.88461538461536,HARD,21.1,78.0,996.4,179,0.6,8,104,14,0,1,5
ALO,7.0,2024,1.0,Dutch Grand Prix,31,77.71709677419355,26.155933333333333,28.100612903225805,23.241870967741935,284.34615384615387,265.7741935483871,303.6666666666667,298.74074074074076,MEDIUM,31.6,65.0,1019.9,215,4.8,8,100,14,3,1,7
ALO,7.0,2024,1.0,Hungarian Grand Prix,7,86.98157142857143,30.6845,31.339571428571425,24.256,265.14285714285717,232.57142857142858,243.33333333333334,283.7142857142857,SOFT,43.7,51.0,982.0,333,1.0,8,100,14,4,1,9
ALO,7.0,2024,2.0,Dutch Grand Prix,40,76.24555,26.06355,27.3973,22.784699999999997,287.46153846153845,267.475,302.875,302.86486486486484,HARD,31.6,65.0,1019.9,215,4.8,8,100,14,0,1,7
ALO,7.0,2024,2.0,Hungarian Grand Prix,30,85.71526666666666,30.934033333333332,30.724566666666664,24.05666666666667,272.4347826086956,237.1,245.86206896551724,293.95454545454544,MEDIUM,43.7,51.0,982.0,333,1.0,8,100,14,3,1,9
ALO,7.0,2024,3.0,Hungarian Grand Prix,33,84.36727272727272,30.566757575757574,30.02612121212121,23.77439393939394,276.1666666666667,241.12121212121212,247.84848484848484,291.7083333333333,HARD,43.7,51.0,982.0,333,1.0,8,100,14,0,1,9
ALO,8.0,2024,1.0,Belgian Grand Prix,13,111.53361538461537,31.47358333333333,49.806615384615384,29.956384615384614,319.54545454545456,199.76923076923077,215.33333333333334,308.3333333333333,MEDIUM,42.1,52.0,978.1,217,0.5,8,100,14,3,1,3
ALO,8.0,2024,2.0,Belgian Grand Prix,31,109.58277419354839,31.67487096774193,48.6336129032258,29.274290322580647,319.2307692307692,203.80645161290323,219.3548387096774,312.72222222222223,HARD,42.1,52.0,978.1,217,0.5,8,100,14,0,1,3
ALO,9.0,2022,1.0,Mexico Grand Prix,40,84.67360000000001,29.762948717948717,32.873475,21.9355,282.57142857142856,275.65,241.56410256410257,323.9230769230769,MEDIUM,44.1,41.0,781.7,229,1.7,8,100,14,3,1,11
ALO,9.0,2022,2.0,Mexico Grand Prix,24,85.35304347826087,30.911782608695653,32.64982608695652,21.791434782608693,276.6666666666667,270.95652173913044,240.0,311.22222222222223,HARD,44.1,41.0,781.7,229,1.7,8,100,14,0,1,11
ALO,10.0,2024,1.0,Australian Grand Prix,17,85.3520588235294,29.02675,18.32329411764706,37.44376470588235,269.4,305.29411764705884,293.375,296.3125,HARD,37.0,49.0,1021.6,306,0.4,8,104,14,0,1,0
ALO,10.0,2024,1.0,British Grand Prix,27,95.00651851851852,30.08784615384615,38.56177777777778,26.158703703703704,298.8695652173913,255.2962962962963,241.92307692307693,306.962962962963,MEDIUM,28.1,67.0,991.8,226,2.2,8,100,14,3,1,4
ALO,10.0,2024,1.0,Spanish Grand Prix,19,82.84436842105264,24.33361111111111,33.26363157894737,24.951315789473686,262.05263157894734,265.10526315789474,275.94444444444446,312.0,SOFT,39.1,63.0,1001.8,244,2.7,8,100,14,4,1,15
ALO,10.0,2024,2.0,Australian Grand Prix,24,83.77158333333334,29.166458333333335,18.167666666666666,36.43745833333333,274.14285714285717,303.5416666666667,292.82608695652175,296.3333333333333,MEDIUM,37.0,49.0,1021.6,306,0.4,8,104,14,3,1,0
ALO,10.0,2024,2.0,British Grand Prix,11,104.67218181818183,34.37681818181818,41.717,28.578363636363637,288.8,241.54545454545453,226.4,296.27272727272725,INTERMEDIATE,28.1,67.0,991.8,226,2.2,8,100,14,2,1,4
ALO,10.0,2024,2.0,Spanish Grand Prix,26,81.87557692307692,24.579,32.704846153846155,24.591730769230768,265.84615384615387,272.0769230769231,278.64,306.375,MEDIUM,39.1,63.0,1001.8,244,2.7,8,100,14,3,1,15
ALO,10.0,2024,3.0,Australian Grand Prix,17,85.07835294117646,29.25329411764706,19.349705882352943,36.475352941176475,269.8,287.70588235294116,277.4117647058824,275.70588235294116,HARD,37.0,49.0,1021.6,306,0.4,8,104,14,0,1,0
ALO,10.0,2024,3.0,British Grand Prix,14,92.43328571428572,30.78685714285714,36.73914285714286,24.907285714285717,292.1666666666667,259.64285714285717,251.78571428571428,297.14285714285717,MEDIUM,28.1,67.0,991.8,226,2.2,8,100,14,3,1,4
ALO,10.0,2024,3.0,Spanish Grand Prix,20,80.34580000000001,24.26935,32.1742,23.90225,272.27777777777777,278.5,281.1,300.6111111111111,HARD,39.1,63.0,1001.8,244,2.7,8,100,14,0,1,15
ALO,12.0,2018,1.0,Mexico Grand Prix,4,87.98533333333334,29.6735,34.239333333333335,22.42,270.6666666666667,278.0,244.66666666666666,306.6666666666667,ULTRASOFT,35.2,53.9,785.1,284,2.3,8,100,1,6,1,11
ALO,12.0,2021,1.0,Mexico Grand Prix,39,87.21902564102564,30.887289473684213,33.42807692307692,22.74382051282051,279.7368421052632,265.28205128205127,238.57894736842104,308.7692307692308,MEDIUM,43.9,36.6,785.7,120,0.3,8,100,14,3,1,11
ALO,12.0,2021,2.0,Mexico Grand Prix,31,81.97525806451613,29.52990322580645,31.369516129032256,21.075838709677416,297.39285714285717,283.38709677419354,248.58064516129033,323.125,HARD,43.9,36.6,785.7,120,0.3,8,100,14,0,1,11
ALO,13.0,2023,1.0,Mexico Grand Prix,29,86.59944827586207,30.265892857142855,33.72986206896552,22.409137931034483,279.7142857142857,277.6551724137931,237.07142857142858,325.2608695652174,MEDIUM,47.3,31.0,781.2,278,1.0,8,100,14,3,1,11
ALO,13.0,2023,2.0,Mexico Grand Prix,5,103.8816,37.128400000000006,39.8984,26.8548,238.4,265.8,217.75,289.6,HARD,47.3,31.0,781.2,278,1.0,8,100,14,0,1,11
ALO,13.0,2023,3.0,Mexico Grand Prix,13,87.39675,31.413583333333335,33.40784615384615,24.490153846153845,278.15384615384613,280.9230769230769,228.91666666666666,327.0,HARD,47.3,31.0,781.2,278,1.0,8,100,14,0,1,11
ALO,14.0,2024,1.0,Monaco Grand Prix,1,2513.184,,60.893,,165.0,64.0,,133.0,HARD,49.4,69.0,1019.1,27,1.1,7,100,14,0,1,13
ALO,14.0,2024,2.0,Monaco Grand Prix,75,81.14965333333333,21.305680000000002,37.85489333333334,21.98908,197.92307692307693,174.06666666666666,255.2,276.37333333333333,MEDIUM,49.4,69.0,1019.1,27,1.1,7,100,14,3,1,13
ALO,15.0,2024,1.0,Austrian Grand Prix,11,72.73436363636364,17.5923,32.214636363636366,22.40972727272727,312.2,224.1818181818182,275.0,305.72727272727275,MEDIUM,46.2,36.0,932.9,272,1.8,8,100,14,3,1,1
ALO,15.0,2024,1.0,Miami Grand Prix,22,95.1485,32.10890476190476,36.02645454545454,26.661727272727276,206.58823529411765,181.45454545454547,276.7142857142857,310.6818181818182,HARD,46.4,57.0,1017.0,166,3.3,8,104,14,0,1,12
ALO,15.0,2024,2.0,Austrian Grand Prix,24,72.52454166666666,18.412375,32.16233333333333,21.94983333333333,303.3181818181818,224.29166666666666,273.7826086956522,303.2916666666667,MEDIUM,46.2,36.0,932.9,272,1.8,8,100,14,3,1,1
ALO,15.0,2024,2.0,Miami Grand Prix,35,96.96331428571429,33.24677142857143,37.029428571428575,26.687114285714287,201.625,178.97142857142856,275.1714285714286,304.77142857142854,MEDIUM,46.4,57.0,1017.0,166,3.3,8,104,14,3,1,12
ALO,15.0,2024,3.0,Austrian Grand Prix,33,73.0829090909091,18.803636363636365,32.45221212121212,21.827060606060606,293.0,226.78787878787878,270.25,299.3030303030303,HARD,46.2,36.0,932.9,272,1.8,8,100,14,0,1,1
ALO,15.0,2024,4.0,Austrian Grand Prix,2,79.0275,26.451000000000004,31.488999999999997,21.0875,289.0,237.0,276.0,294.5,SOFT,46.2,36.0,932.9,272,1.8,8,100,14,4,1,1
ALO,20.0,2024,1.0,Emilia Romagna Grand Prix,7,85.26028571428571,25.944166666666668,29.082285714285714,28.606285714285715,211.16666666666666,250.71428571428572,275.0,280.14285714285717,SOFT,43.4,51.0,1007.2,138,1.8,8,100,14,4,1,8
ALO,20.0,2024,2.0,Emilia Romagna Grand Prix,33,83.47869696969697,26.88312121212121,28.757515151515147,27.838060606060605,214.23333333333332,253.6060606060606,276.3125,283.8181818181818,HARD,43.4,51.0,1007.2,138,1.8,8,100,14,0,1,8
ALO,20.0,2024,3.0,Emilia Romagna Grand Prix,19,83.13763157894736,27.00326315789474,28.440684210526317,27.693684210526314,217.41176470588235,256.7368421052632,280.6111111111111,286.42105263157896,MEDIUM,43.4,51.0,1007.2,138,1.8,8,100,14,3,1,8
ALO,20.0,2024,4.0,Emilia Romagna Grand Prix,3,89.714,33.46,28.997666666666664,27.256333333333334,219.33333333333334,253.66666666666666,279.0,285.3333333333333,SOFT,43.4,51.0,1007.2,138,1.8,8,100,14,4,1,8
BEA,11.0,2024,1.0,Saudi Arabian Grand Prix,7,102.01128571428572,37.11516666666667,32.08728571428571,32.18057142857143,268.6666666666667,285.7142857142857,305.6666666666667,308.85714285714283,SOFT,33.6,67.0,1012.0,342,2.6,8,100,14,4,2,14
BEA,11.0,2024,2.0,Saudi Arabian Grand Prix,43,95.05440476190476,35.760999999999996,30.585069767441862,30.674232558139533,281.7,296.5581395348837,293.2325581395349,303.3488372093023,HARD,33.6,67.0,1012.0,342,2.6,8,100,14,0,2,14
BOT,0.0,2024,1.0,Canadian Grand Prix,42,94.22321428571429,27.391560975609757,29.769571428571428,36.627,205.73684210526315,266.2857142857143,264.4878048780488,292.1666666666667,INTERMEDIATE,21.1,78.0,996.4,179,0.6,8,100,14,2,3,5
BOT,0.0,2024,2.0,Canadian Grand Prix,28,86.82282142857143,24.58432142857143,27.617964285714287,34.620535714285715,225.3846153846154,268.32142857142856,271.0,287.39285714285717,MEDIUM,21.1,78.0,996.4,179,0.6,8,100,14,3,3,5
BOT,1.0,2021,1.0,Mexico Grand Prix,1,134.035,,59.019,33.045,258.0,81.0,,306.0,MEDIUM,43.9,36.6,785.7,120,0.3,8,100,14,3,3,11
BOT,1.0,2021,2.0,Mexico Grand Prix,39,86.53464102564102,30.755153846153846,33.144948717948715,22.63453846153846,269.3243243243243,278.0,242.02631578947367,326.89473684210526,HARD,43.9,36.6,785.7,120,0.3,8,100,14,0,3,11
BOT,1.0,2021,3.0,Mexico Grand Prix,23,82.89091304347826,29.87091304347826,31.725782608695653,21.294217391304347,279.6521739130435,288.3478260869565,251.36363636363637,334.95652173913044,MEDIUM,43.9,36.6,785.7,120,0.3,8,100,14,3,3,11
BOT,1.0,2021,4.0,Mexico Grand Prix,4,87.38525,33.87475,31.335499999999996,22.175,291.25,282.75,253.66666666666666,320.0,SOFT,43.9,36.6,785.7,120,0.3,8,100,14,4,3,11
BOT,1.0,2021,5.0,Mexico Grand Prix,2,93.5505,39.9085,32.0315,21.6105,299.5,244.0,255.5,328.5,SOFT,43.9,36.6,785.7,120,0.3,8,100,14,4,3,11
